car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,longitude,latitude,nearest_charger_distance_m,nearest_charger_idx,gap_category,index_right,area_name,priority_score,area_gap_rate,road_distance_m,nearest_charger_road_idx,road_path_coords
A64,BLK 584/586 ANG MO KIO STREET 51,30241.6957,39172.3075,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.85346179745191,1.370534868701229,0.003485657748633681,2731,Excellent,17,Zone 18,0.0,0.0,,,
A65,BLK 558/560 ANG MO KIO STREET 54,30904.46,39226.97,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85941720762452,1.371029158960116,0.004633376408712407,156,Excellent,17,Zone 18,0.0,0.0,,,
A66,BLK 601/604/603 ANG MO KIO AVENUE 5,28260.64,40279.16,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.83566062297803,1.380544930908412,0.004275041770749372,931,Excellent,13,Zone 14,0.0,0.0,,,
A67,BLK 605/612 ANG MO KIO AVENUE 4/5,28499.27,40184.22,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8378048893886,1.3796863244461355,0.00295813518547089,251,Excellent,12,Zone 13,0.0,0.0,,,
A68,BLK 620/624/626 ANG MO KIO STREET 61,28727.3335,40428.7342,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.83985421482706,1.3818976185660183,0.002637362086995183,933,Excellent,13,Zone 14,0.0,0.0,,,
A69,BLK 623/625/627 ANG MO KIO STREET 61,28960.06,40400.41,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.84194543574868,1.3816414579421723,0.006126988127659988,107,Excellent,18,Zone 19,0.0,0.0,,,
A7,BLK 212/213 ANG MO KIO STREET 23,28888.4313,38935.4059,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84130175438848,1.3683924870216928,69.34271888701518,1020,Excellent,17,Zone 18,3.53,0.0,,,
CCKC,BLK 309 CHOA CHU KANG AVENUE 4,18254.4236,40780.2921,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.1,Y,103.74574719528933,1.3850753626994727,56.42403532400138,2200,Excellent,8,Zone 9,4.3,0.0,129.0,124.0,"[(1.3848784, 103.7459496), (1.3852888, 103.7461836), (1.3857855, 103.7460834), (1.3858586, 103.7461862)]"
A70,BLK 629/626 ANG MO KIO AVENUE 4,28755.4887,40287.5326,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.84010720676336,1.38062064114195,55.47094110199767,1811,Excellent,18,Zone 19,2.82,0.0,,,
A71,BLK 628/632 ANG MO KIO STREET 61,28826.1219,40219.911,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.84074189671752,1.3800090936953147,0.0007889885456521703,157,Excellent,18,Zone 19,0.0,0.0,,,
A72,BLK 633/640 ANG MO KIO STREET 61,29136.44,40303.05,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.84353033817357,1.3807609626573387,0.005927540924513117,922,Excellent,18,Zone 19,0.0,0.0,,,
A73,BLK 641/645 ANG MO KIO STREET 61,28835.3369,40091.5441,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84082469669583,1.378848189137787,0.0012602542346353345,906,Excellent,17,Zone 18,0.0,0.0,,,
A74,BLK 646/649 ANG MO KIO STREET 61,29166.97,40069.8164,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84380466372642,1.378651680283736,0.004582706512208392,870,Excellent,17,Zone 18,0.0,0.0,,,
A75,BLK 177/182 ANG MO KIO AVENUE 4,28597.1669,39798.961,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.83868455774677,1.3762021780623381,0.005284574163435579,903,Excellent,12,Zone 13,0.0,0.0,,,
A76,BLK 613A ANG MO KIO AVENUE 4,28613.8871,39995.2242,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.0,N,103.8388348049752,1.377977111891701,0.0014308465178099574,60,Excellent,12,Zone 13,12.86,0.0,,,
A77,BLK 150/156 ANG MO KIO AVENUE 5,28741.1744,39815.655,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.83997857029854,1.376353149352738,42.2081484338901,1011,Excellent,12,Zone 13,2.15,0.0,,,
A78,BLK 157/163 ANG MO KIO AVENUE 4,28564.0295,39632.2729,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.83838679093324,1.3746947111453929,0.0015947953172013745,2725,Excellent,12,Zone 13,0.0,0.0,,,
A8,BLK 209/210 ANG MO KIO STREET 22,29111.67,38975.61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84330771146671,1.3687560709932358,142.18362241872651,2319,Good,17,Zone 18,7.24,0.0,11.0,105.0,"[(1.3693, 103.8432283), (1.3693978, 103.8432412)]"
A81,BLK 170/172 ANG MO KIO STREET 13,28351.6931,39594.7701,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.83647879468057,1.3743555525255606,0.005302639305816038,887,Excellent,12,Zone 13,0.0,0.0,,,
A82,BLK 173/176 ANG MO KIO AVENUE 4,28342.7741,39740.6593,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.83639865272241,1.37567492239482,0.0058067949838923,106,Excellent,12,Zone 13,0.0,0.0,,,
A85,BLK 340 ANG MO KIO STREET 32,29824.1,38572.16,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.84970936855954,1.3651073779477731,52.351262038703844,862,Excellent,17,Zone 18,2.66,0.0,274.8,317.0,"[(1.3658888, 103.8500918), (1.3659597, 103.8500904), (1.3659614, 103.8501693), (1.3658886, 103.8501647), (1.3639657, 103.8495076), (1.3639368, 103.8494804), (1.3639741, 103.8494549)]"
A87,BLK 462/463 ANG MO KIO STREET 44,30733.8638,38762.2439,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8578842373726,1.36682635874641,0.0061787928434751315,269,Excellent,17,Zone 18,0.0,0.0,,,
A88,BLK 348 ANG MO KIO AVENUE 3,29552.24,38701.9,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.84726652678953,1.3662807156719192,149.7891478206065,1511,Good,17,Zone 18,7.62,0.0,,,
A89,BLK 101/102 ANG MO KIO STREET 11,28673.21,39163.93,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.83936784590809,1.3704591830451702,0.005432220406603463,2323,Excellent,12,Zone 13,0.0,0.0,,,
A9,BLK 202/203 ANG MO KIO STREET 22,29232.3606,38900.2315,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84439219780549,1.368074369978137,0.003341317820824606,2319,Excellent,17,Zone 18,0.0,0.0,,,
A90,BLK 625/627 ANG MO KIO STREET 61,28882.3578,40440.1317,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,103.84124722457109,1.382000689215116,87.15202459060916,107,Excellent,18,Zone 19,4.44,0.0,,,
A94,BLK 104C ANG MO KIO STREET 11,28556.1477,39318.8058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.83831596140111,1.3718598268833164,0.005221234766248757,772,Excellent,12,Zone 13,14.29,0.0,,,
A95,BLK 323A ANG MO KIO AVENUE 3,29612.0323,38838.7824,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.84780380928048,1.367518628007778,0.0032750888416008895,1511,Excellent,17,Zone 18,17.14,0.0,,,
A98,BLK 259 ANG MO KIO AVENUE 2,27837.0334,39020.7488,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.83185420964756,1.3691643105963722,298.7230897655712,1512,Good,12,Zone 13,15.2,0.0,177.3,1512.0,"[(1.3690177, 103.8325612), (1.3698164, 103.8325681), (1.3697742, 103.8330353), (1.3697411, 103.8333441)]"
A99,BLK 181 ANG MO KIO AVENUE 5,28433.4999,39885.5496,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.8372138919684,1.3769852572551458,171.29907839106028,106,Good,12,Zone 13,8.72,0.0,119.4,106.0,"[(1.3779008, 103.8364203), (1.3772482, 103.835567)]"
BA1,BLK 106 BIDADARI PARK DRIVE,32174.2918,35098.8104,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.87082697082691,1.333695408000663,0.0033577821656206055,1345,Excellent,17,Zone 18,11.43,0.0,,,
BA10,BLK 213 BIDADARI PARK DRIVE,32401.338,36121.0002,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,103.87286725808723,1.3429396955710726,9.934992700214467,1218,Excellent,17,Zone 18,6.22,0.0,,,
BA11,BLK 119 ALKAFF CRESCENT,32586.6476,35427.9255,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.87453227172983,1.3366717479010495,144.09203693032356,685,Good,17,Zone 18,24.48,0.0,354.7,685.0,"[(1.3371105, 103.875456), (1.3374701, 103.8754792), (1.3377207, 103.8752249), (1.3375287, 103.8727844)]"
BA12,BLK 227 BARTLEY WALK,32790.8835,35819.1717,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,103.87636751125338,1.340210007052488,327.7812441226087,1217,Moderate Gap,17,Zone 18,35.25,0.0,404.7,1217.0,"[(1.3399212, 103.876718), (1.3400464, 103.87735), (1.3403439, 103.8775121), (1.3418393, 103.8763868), (1.3420716, 103.8762386), (1.342151, 103.8761861), (1.342193, 103.876257), (1.3424056, 103.876496)]"
BA15,BLK 233 UPPER ALJUNIED ROAD,32640.9837,35584.8137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,103.87502053700096,1.3380905804644379,236.06660974554396,685,Good,17,Zone 18,20.59,0.0,390.1,685.0,"[(1.3378411, 103.87511), (1.3378959, 103.8755471), (1.3378987, 103.8756331), (1.3377659, 103.8756163), (1.3377555, 103.8755262), (1.3377207, 103.8752249), (1.3375287, 103.8727844)]"
BA2,BLK 117 ALKAFF CRESCENT,32444.5217,35453.6678,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.87325519193966,1.3369045733012843,0.003095667414477165,685,Excellent,17,Zone 18,11.43,0.0,,,
BA3,BLK 101 BIDADARI PARK DRIVE,32229.3617,35383.6726,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.2,N,103.87132184474288,1.336271592542055,0.005034979945752126,88,Excellent,17,Zone 18,2.86,0.0,,,
BA4,BLK 113 ALKAFF CRESCENT,32410.3926,35271.7364,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.87294849581703,1.3352592556272487,0.004947212058243293,89,Excellent,17,Zone 18,11.43,0.0,,,
BA5,BLK 109 BIDADARI PARK DRIVE,32375.4954,35170.051,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.8726349098329,1.3343396542004196,0.005199597741947161,1148,Excellent,17,Zone 18,14.29,0.0,,,
BA6,BLK 201 WOODLEIGH LINK,32325.472,35823.9717,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,103.87218551400757,1.3402534868866134,0.00212984930800315,1152,Excellent,17,Zone 18,7.14,0.0,,,
BA7,BLK 206 WOODLEIGH LINK,32320.0357,35997.2684,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,103.8721366903117,1.3418207211438435,0.002581615508648383,1154,Excellent,17,Zone 18,5.71,0.0,,,
BA8,BLK 207 WOODLEIGH LINK,32246.0659,35990.7456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,103.87147202648787,1.341761741787754,0.005491778752447043,1153,Excellent,17,Zone 18,2.86,0.0,,,
BA9,BLK 212 BIDADARI PARK DRIVE,32740.6501,36141.8658,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,103.87591618487676,1.3431283450586189,0.0052757025744442415,1217,Excellent,17,Zone 18,2.86,0.0,,,
BBB,BLK 231 BRAS BASAH BASEMENT CAR PARK,30264.1776,30994.7597,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,1.9,Y,103.85366320640033,1.2965800277256154,0.0031584794736092873,447,Excellent,16,Zone 17,1.43,0.0,,,
BBM1,BLK 188A BUKIT BATOK WEST AVENUE 6,18213.6562,36507.8169,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.74538227425023,1.3464366536863857,0.0058819543485660545,774,Excellent,7,Zone 8,14.57,0.009375,,,
BBM2,BLK 628A BUKIT BATOK CENTRAL,18714.471,36997.6927,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,103.74988224837854,1.3508670707092796,0.006277566993897796,1925,Excellent,7,Zone 8,16.0,0.009375,,,
BBM3,BLK 289H BUKIT BATOK STREET 25,19831.2917,36294.3127,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.75991777083932,1.3445062832256525,0.003734162140583107,681,Excellent,7,Zone 8,17.42,0.009375,,,
BBM4,BLK 288H BUKIT BATOK STREET 25,19860.3631,36409.798,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,103.76017896379149,1.3455506982843115,0.0040236533831478575,699,Excellent,12,Zone 13,18.57,0.0,,,
BBM5,BLK 290H BUKIT BATOK STREET 24,19610.472,36154.6192,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.0,N,103.75793361152391,1.3432428850770304,0.0020928592917349763,1897,Excellent,7,Zone 8,6.0,0.009375,,,
BBM6,BLK 291F BUKIT BATOK STREET 24,19289.8168,36112.2533,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.0,N,103.75505234517985,1.3428596521147609,0.007307657476833549,834,Excellent,7,Zone 8,6.0,0.009375,,,
BBM7,BLK 154A BUKIT BATOK WEST AVENUE 8,18025.9428,36609.4062,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.0,N,103.74369552195999,1.3473553282589283,0.003972510331691565,2705,Excellent,7,Zone 8,11.71,0.009375,,,
BBM8,BLK 622A BUKIT BATOK CENTRAL,18561.8095,36898.4253,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,103.74851052070362,1.349969284844801,10.048348665089696,1824,Excellent,7,Zone 8,9.36,0.009375,,,
BBM9,BLK 395A BUKIT BATOK WEST AVENUE 5,18924.8161,38652.2819,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,103.75177182867142,1.3658306352822938,0.005046400758797716,2659,Excellent,7,Zone 8,23.14,0.009375,,,
BE10,BLKS 168-180 BISHAN STREET 13,30223.1994,36651.8815,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.8532954079852,1.3477410368330722,0.004183446627115908,1287,Excellent,17,Zone 18,0.0,0.0,,,
BE11,BLK 181-186 BISHAN STREET 13,30194.9243,36877.2792,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85304135503775,1.3497794554538258,0.00702548934084253,1270,Excellent,17,Zone 18,0.0,0.0,,,
BE12,BLK 187-197 BISHAN STREET 13,29963.6285,36903.1662,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.85096301847568,1.3500135843193608,133.52613622888617,2565,Good,17,Zone 18,6.8,0.0,106.6,2565.0,"[(1.3497912, 103.8503089), (1.3497514, 103.8503017), (1.3497682, 103.8502289), (1.34997, 103.849412)]"
BE13,BLK 135A BISHAN STREET 12,30026.4687,36336.1338,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.85152763920874,1.3448855409177118,0.006290463789337033,90,Excellent,17,Zone 18,7.14,0.0,,,
BE14,BLK 167A BISHAN STREET 13,30460.9446,36576.481,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.85543169019624,1.34705912300086,0.002775340055759154,91,Excellent,17,Zone 18,7.14,0.0,,,
BE15,BLK 152A BISHAN STREET 11,30394.9029,36366.7901,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N,103.85483824803825,1.345162758491224,0.007047102749111866,2687,Excellent,17,Zone 18,8.57,0.0,,,
BE17,BISHAN PARK II,29598.0859,38339.9922,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84767846445094,1.3630077482977778,175.4640069386505,2701,Good,17,Zone 18,8.93,0.0,,,
BE18,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE,27751.5586,37825.0781,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.83108616866849,1.3583510906519656,83.5501693867686,93,Excellent,12,Zone 13,4.25,0.0,439.2,1761.0,"[(1.3593392, 103.8311997), (1.3594042, 103.8312003), (1.3594031, 103.8312439), (1.3602241, 103.8320501), (1.3603001, 103.8320554), (1.3602959, 103.8321234), (1.3602717, 103.832265), (1.3594693, 103.8333291), (1.3589507, 103.8333473)]"
BE19,BLK 503/504 BISHAN STREET 11,29656.3321,36775.0947,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84820175969944,1.3488553698228036,0.005588492898579237,298,Excellent,17,Zone 18,0.0,0.0,,,
BE20,BLK 505 BISHAN STREET 11,29707.8648,36779.0905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,103.84866481348304,1.34889150352476,0.0015469133680911966,1341,Excellent,17,Zone 18,12.86,0.0,,,
BE21,BLK 506/509 BISHAN STREET 11,29749.6768,36749.5862,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84904051876208,1.3486246747246529,51.15165149169051,1341,Excellent,17,Zone 18,2.6,0.0,269.5,1341.0,"[(1.3480204, 103.8498506), (1.3480053, 103.8499169), (1.3479246, 103.8498988), (1.3479378, 103.8498325), (1.348417, 103.847679)]"
BE22,BLK 511/513 BISHAN STREET 13,29818.0559,36839.3645,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84965495311533,1.349436593646741,74.15742088852697,2565,Excellent,17,Zone 18,3.77,0.0,,,
BE23,BLK 514 BISHAN STREET 13,29830.0702,36912.2681,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.8,N,103.8497629135689,1.3500959071206409,0.0017009401842428315,2565,Excellent,17,Zone 18,2.86,0.0,,,
BE24,BLK 201/206 BISHAN STREET 23,29576.3203,37491.2812,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.84748284110552,1.3553323098292838,93.79501343301115,2643,Excellent,17,Zone 18,4.77,0.0,297.3,2643.0,"[(1.3553231, 103.8465431), (1.3538938, 103.847873), (1.3540601, 103.8484702)]"
BE25,BLK 207A BISHAN STREET 23,29668.2541,37471.6058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.84830892492698,1.3551543675245774,0.004544236435546158,2643,Excellent,17,Zone 18,7.14,0.0,,,
BE26,BLK 207/212/216/217 BISHAN STREET 23,29684.6992,37553.5273,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.84845669941872,1.35589523545262,0.0039357697314183785,584,Excellent,17,Zone 18,0.0,0.0,,,
BE27,BLK 212A BISHAN STREET 23,29704.1126,37637.6725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.84863114624696,1.3566562135466202,0.005349107824011932,2338,Excellent,17,Zone 18,7.14,0.0,,,
BE28,"BLK 213-215,218-227 BISHAN STREET 23",29639.4805,37778.0547,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.84805039220309,1.35792578374441,154.9658763581869,2338,Good,17,Zone 18,7.89,0.0,,,
BE29,BLK 228-231 BISHAN STREET 23,29400.2617,37725.7422,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.84590085114523,1.3574527003474106,0.005423016875735903,2746,Excellent,17,Zone 18,0.0,0.0,,,
BE3,BLK 401-408 SIN MING AVENUE,28121.0801,38268.7852,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.83440656538825,1.36236382033242,0.004455762001118923,2337,Excellent,12,Zone 13,0.0,0.0,,,
BE3R,BLK 410A SIN MING AVENUE,28240.0745,38359.6695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.1,N,103.83547581122498,1.3631857448141926,0.005128046367863324,2221,Excellent,12,Zone 13,12.86,0.0,,,
BE30,BLK 231A BISHAN STREET 23,29460.8559,37726.9889,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.84644532993362,1.3574639721486685,60.444674065270995,2746,Excellent,17,Zone 18,10.22,0.0,477.8,1352.0,"[(1.3567438, 103.8462822), (1.3565272, 103.8462682), (1.3553231, 103.8465431), (1.3552979, 103.8464879), (1.357526, 103.8451094)]"
BE31,BLK 232-237 BISHAN STREET 22,29421.8945,37882.1133,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.84609524349491,1.3588668638092543,72.42474792859554,2368,Excellent,17,Zone 18,3.69,0.0,131.9,2368.0,"[(1.359258, 103.8448419), (1.360176, 103.8455917)]"
BE32,BLK 237A BISHAN STREET 22,29486.1335,37915.7452,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.84667247515071,1.3591710155830503,0.0032557615845131478,2368,Excellent,17,Zone 18,7.14,0.0,,,
BE33,BLK 238-245 BISHAN STREET 22,29279.9809,38026.2842,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.84482006190818,1.3601707004676906,0.004228511435875115,2235,Excellent,17,Zone 18,0.0,0.0,,,
BE34,BLK 246A BISHAN STREET 22,29146.6066,38113.6749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.85,N,103.8436216081292,1.3609610362378035,78.47126270134878,1064,Excellent,17,Zone 18,11.14,0.0,451.9,2235.0,"[(1.3606565, 103.8423877), (1.359258, 103.8448419), (1.360176, 103.8455917)]"
BE35,BLK 246-256 BISHAN STREET 22,29086.8281,38164.5,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.84308446006825,1.3614206825630568,0.004836584154139056,1064,Excellent,17,Zone 18,0.0,0.0,,,
BE36,BLK 278-281 BISHAN STREET 24,29248.3008,37730.4375,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.84453538273506,1.3574951697204816,0.00386899463645729,1352,Excellent,17,Zone 18,0.0,0.0,,,
BE37,BLK 282 BISHAN STREET 22,29235.553,37787.1371,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.95,N,103.84442083770382,1.3580079412271258,0.006201368948509182,2625,Excellent,17,Zone 18,2.86,0.0,,,
BE38,BLK 283/284 BISHAN STREET 22,29251.7617,37885.625,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.84456648767798,1.3588986300125845,100.18479343906444,2625,Good,17,Zone 18,5.1,0.0,141.8,2235.0,"[(1.3591915, 103.8447822), (1.359258, 103.8448419), (1.360176, 103.8455917)]"
