car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,longitude,latitude,nearest_charger_distance_m,nearest_charger_idx,gap_category,index_right,area_name,priority_score,area_gap_rate,road_distance_m,nearest_charger_road_idx,road_path_coords
TM27,BLK 497L TAMPINES STREET 45,42085.7621,38079.9813,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.0,N,103.9598884790276,1.36065300511494,86.61904147141865,529,Excellent,22,Zone 23,10.12,0.0,,,
TM28,BLK 498K TAMPINES STREET 45,41750.9046,38321.0985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.0,N,103.95687967842403,1.362833734951973,0.0045593349078790245,528,Excellent,22,Zone 23,8.57,0.0,,,
TM29,BLK 498C TAMPINES STREET 45,41998.9929,38083.5573,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.0,N,103.95910880324689,1.3606853861366743,0.00158047057109682,529,Excellent,22,Zone 23,8.57,0.0,,,
TM3,BLK 496A TAMPINES STREET 43,41048.1591,38147.3551,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,103.95056497201216,1.3612627825031405,0.0036637721406979433,1098,Excellent,22,Zone 23,14.29,0.0,,,
TM30,BLK 701A TAMPINES STREET 71,39499.7604,37661.9755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.93665140890116,1.3568738297975131,0.0034519435321726925,2349,Excellent,22,Zone 23,14.29,0.0,,,
TM31,BLK 716A TAMPINES STREET 71,39500.2011,37869.6384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.93665544860933,1.3587518558468132,0.007289218934369441,363,Excellent,22,Zone 23,14.29,0.0,,,
TM32,BLK 723A TAMPINES STREET 72,39341.6396,37956.2945,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.93523070362784,1.3595356023853955,0.0004819404523430775,1857,Excellent,22,Zone 23,14.29,0.0,,,
TM33,BLK 727A TAMPINES STREET 71,39435.2754,37605.5615,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.93607194832354,1.356363667330087,0.006474724267551827,665,Excellent,22,Zone 23,14.29,0.0,,,
TM34,BLK 730A TAMPINES STREET 71,39141.5755,37700.2172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.93343290207541,1.3572198097447834,0.0011059306674711092,2473,Excellent,22,Zone 23,14.29,0.0,,,
TM35,BLK 742A TAMPINES STREET 72,39220.1743,37998.2245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.93413927453078,1.3599148478753333,0.006019361934159662,2472,Excellent,22,Zone 23,17.14,0.0,,,
TM36,BLK 515 TAMPINES CENTRAL 7,39769.2878,37693.9606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,103.93907329779317,1.3571629858521417,0.0015894021738759286,380,Excellent,22,Zone 23,5.71,0.0,,,
TM37,BLK 518 TAMPINES CENTRAL 7,39717.4254,37584.9156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,103.93860723824379,1.3561768438388753,0.0064575235596957235,1122,Excellent,22,Zone 23,5.71,0.0,,,
TM4,BLK 494A TAMPINES STREET 43,41225.8231,38349.9868,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.8,N,103.95216148876725,1.363095228751709,0.003426351912093214,2445,Excellent,22,Zone 23,20.0,0.0,,,
TM41,BLK 921A TAMPINES STREET 91,40030.3277,36628.8151,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,103.94141848248198,1.3475301018629275,0.0019554643207902625,2352,Excellent,22,Zone 23,15.71,0.0,,,
TM42,BLK 823A TAMPINES STREET 81,39149.9105,36784.3426,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.93350745764535,1.3489369754158578,0.005435937568943999,1853,Excellent,22,Zone 23,11.43,0.0,,,
TM43,BLK 202A TAMPINES STREET 21,41234.0246,37276.5181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.95223471017073,1.353387177640572,0.0027265984267201377,2448,Excellent,22,Zone 23,14.29,0.0,,,
TM44,BLK 499 TAMPINES AVENUE 9,41688.2888,37919.2972,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,103.95631685027023,1.3592000246240483,0.006159644481078056,1097,Excellent,22,Zone 23,5.71,0.0,,,
TM45,BLK 869C TAMPINES AVENUE 8,39093.7405,37493.1753,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,103.93300299723555,1.3553474172451743,0.0019386531363731942,667,Excellent,22,Zone 23,15.71,0.0,,,
TM46,BLK 522 TAMPINES CENTRAL 7,39699.2218,37846.9485,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.93844376960809,1.3585465791925986,0.0040883826161432655,639,Excellent,22,Zone 23,17.14,0.0,,,
TM47,BLK 519 TAMPINES CENTRAL 8,39889.1667,37644.1458,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,103.94015046680171,1.356712431701248,0.005095245334561121,366,Excellent,22,Zone 23,22.86,0.0,,,
TM48,BLK 890 TAMPINES AVENUE 1,39220.4729,36578.8195,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,103.9341414275888,1.3470782741084315,0.004199725798280796,2409,Excellent,22,Zone 23,5.71,0.0,,,
TM49,BLK 494F TAMPINES STREET 43,41321.7712,38447.8005,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.95302368936657,1.3639797760612586,0.0029075498997133665,638,Excellent,22,Zone 23,17.14,0.0,,,
TM5,BLK 492A TAMPINES STREET 45,41439.247,38351.4469,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.9,N,103.9540792437761,1.363108337353694,0.0063877065896604255,637,Excellent,22,Zone 23,20.0,0.0,,,
TM50,BLK 870B TAMPINES STREET 86,38884.1396,37614.9003,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,103.93111964390374,1.356448330445218,1.1796641043763183,602,Excellent,22,Zone 23,14.35,0.0,,,
TM51,BLK 879C TAMPINES AVENUE 8,38621.1252,37032.665,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,12,2.15,N,103.92875608502416,1.351182903911401,0.0017180807134600075,2538,Excellent,22,Zone 23,17.14,0.0,,,
TM52,BLK 492 TAMPINES ST45,41621.1301,38435.0165,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,103.9557136213266,1.3638640262558084,0.003754674565664368,1854,Excellent,22,Zone 23,21.43,0.0,,,
TM53,BLK 859B TAMPINES AVENUE 5,39726.5335,37438.5434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,103.9386890231192,1.3548531044473473,73.147185166508,601,Excellent,22,Zone 23,22.29,0.0,,,
TM54,BLK 875A TAMPINES STREET 86,38750.9399,37292.1188,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,103.9299226435963,1.3535292620183683,0.006418105870360199,1096,Excellent,22,Zone 23,7.14,0.0,,,
TM55,BLK 873A TAMPINES STREET 85,38838.0939,37441.3741,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,103.93070583108579,1.3548790403480122,0.00565369151496842,357,Excellent,22,Zone 23,14.29,0.0,,,
TM56,BLK 858E TAMPINES WALK,39969.4029,37388.0959,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N,103.94087133818627,1.3543967795407494,0.0048087120361585325,1339,Excellent,22,Zone 23,8.57,0.0,,,
TM6,BLK 307A TAMPINES STREET 32,41691.9427,37261.1308,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,103.95634938237889,1.3532478142057665,149.75823284765622,1858,Good,22,Zone 23,23.34,0.0,258.4,429.0,"[(1.3537763, 103.9556267), (1.3537746, 103.9578749), (1.3537748, 103.9579508)]"
TM7,BLK 311A TAMPINES STREET 33,41833.9252,37212.6124,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,1.85,N,103.95762516100383,1.3528089666562568,0.00569518264408,1858,Excellent,22,Zone 23,11.43,0.0,,,
TM8,BLK 316A TAMPINES STREET 33,41787.0937,37067.9473,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.95720428465218,1.3515006916954586,0.001937009052048708,1118,Excellent,22,Zone 23,14.29,0.0,,,
TM9,BLK 330A TAMPINES STREET 32,41997.2837,37271.9383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.0,N,103.9590930658871,1.3533454115738093,0.003998532266280343,1141,Excellent,22,Zone 23,14.29,0.0,,,
TPB1,BLK 18A LORONG 6 TOA PAYOH,30590.6956,35360.7931,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.85659747937642,1.3360648632051915,0.00468202989978087,2628,Excellent,17,Zone 18,10.0,0.0,,,
TPL,BLK 5/7 TANJONG PAGAR,29078.289,28819.4744,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.4,N,103.8430074041102,1.2769075748749301,152.7538148036753,606,Good,16,Zone 17,7.77,0.0,355.8,606.0,"[(1.2769883, 103.8426326), (1.2775477, 103.8427538), (1.2774862, 103.8429239), (1.2773463, 103.8435365), (1.2773419, 103.8436021), (1.276309, 103.8434658), (1.2757113, 103.8433557), (1.275733, 103.8432576)]"
TPM,BLK 1/6 TANJONG PAGAR MSCP,28999.272,28661.7751,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.8,N,103.84229740226186,1.2754814002517192,43.96243237046631,606,Excellent,16,Zone 17,12.24,0.0,,,
TPMA,BLK 60A LORONG 4 TOA PAYOH,29982.6197,35409.3079,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.85113356861105,1.3365036597802444,0.005663061746988498,2376,Excellent,17,Zone 18,17.14,0.0,,,
TPMB,BLK 156A LORONG 1 TOA PAYOH,29326.8155,35027.9474,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.84524077047003,1.333054806550548,0.0033575048531688436,96,Excellent,17,Zone 18,17.14,0.0,,,
TPMC,BLK 110A LORONG 1 TOA PAYOH,29429.1872,36009.9728,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.8461606844804,1.341935891063596,0.001987852903765281,2340,Excellent,17,Zone 18,14.29,0.0,,,
TPMD,BLK 161A LORONG 1 TOA PAYOH,29290.1401,34713.1702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.84491120787658,1.3302080747111178,0.0029400714406301446,97,Excellent,17,Zone 18,10.0,0.0,,,
TPME,BLK 93A LORONG 4 TOA PAYOH,29839.4181,35624.0957,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.84984683207784,1.3384461334209439,0.0051420058726348765,1202,Excellent,17,Zone 18,10.0,0.0,,,
TPMF,BLK 141A LORONG 2 TOA PAYOH,29366.473,35261.4638,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.84559712610049,1.3351666442919863,0.0057065391551621445,2575,Excellent,17,Zone 18,10.0,0.0,,,
TPMG,BLK 128A LORONG 1 TOA PAYOH,29196.869,35602.2984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,103.84407314986845,1.33824903865788,0.007003821797719009,2339,Excellent,17,Zone 18,7.14,0.0,,,
TPMH,BLK 260 KIM KEAT AVENUE,30679.7745,34913.8565,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.85739786556677,1.3320229196131728,0.004398631452522264,2692,Excellent,17,Zone 18,11.43,0.0,,,
TPMJ,BLK 146A LORONG 2 TOA PAYOH,29353.495,35161.8974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,103.84548050687795,1.3342662016697917,100.77865436627012,2575,Good,17,Zone 18,12.27,0.0,7.4,2575.0,"[(1.3341725, 103.8469038), (1.3342383, 103.8469118)]"
TPMK,BLK 194A KIM KEAT AVENUE,30810.4264,34798.1948,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.85857183592455,1.3309769044577404,0.004018206536823041,98,Excellent,17,Zone 18,10.0,0.0,,,
TPML,BLK 233A LORONG 8 TOA PAYOH,30849.5226,35599.7494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.85892321210036,1.3382258757437402,0.003008867499325161,1144,Excellent,17,Zone 18,11.43,0.0,,,
TPMM,BLK 227A LORONG 8 TOA PAYOH,30747.1931,35686.9065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,103.85800372941608,1.339014103039561,0.0032825705185892612,674,Excellent,17,Zone 18,11.43,0.0,,,
TPMN,BLK 78B TOA PAYOH CENTRAL,29698.2634,35231.2092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,103.84857845222837,1.3348930156411019,0.005579639138288705,688,Excellent,17,Zone 18,10.0,0.0,,,
TPMP,BLK 138 LORONG 1A TOA PAYOH,29277.9112,35429.2632,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,103.84480135435707,1.3366841663997724,0.006291116810134457,1347,Excellent,17,Zone 18,18.57,0.0,,,
TPMQ,BLK 130 LORONG 1 TOA PAYOH,29061.1557,35461.8044,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,103.84285368128073,1.3369784658429071,0.00432347254376389,2627,Excellent,17,Zone 18,20.0,0.0,,,
TPMR,BLK 261A TOA PAYOH EAST,30487.836,35103.3396,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,103.85567320533445,1.333736553832418,5.146570559012918,596,Excellent,17,Zone 18,20.26,0.0,,,
TPMS,BLK 265 KIM KEAT AVENUE,30970.9164,34863.814,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,103.86001393483086,1.3315703259175324,0.004819122766183551,117,Excellent,17,Zone 18,5.71,0.0,,,
TPMT,BLK 270 TOA PAYOH EAST,30868.1134,35090.9392,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.85909021342165,1.3336243754230905,206.32354265776442,2373,Good,17,Zone 18,27.64,0.0,329.4,1867.0,"[(1.334141, 103.8597019), (1.3341722, 103.8580874), (1.3341729, 103.8580255), (1.3341927, 103.856739)]"
TPMU,BLK 401 LORONG 1 TOA PAYOH,29153.5612,35816.4856,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,103.8436840119817,1.340186073345381,219.30978286706386,2339,Good,17,Zone 18,31.16,0.0,254.1,1057.0,"[(1.3389318, 103.8438738), (1.3407247, 103.8451804)]"
TPM2,BLK 101C LORONG 2 TOA PAYOH,29532.3014,35715.2153,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.0,N,103.84708721261586,1.339270203865429,0.0014646170634355197,1142,Excellent,17,Zone 18,10.0,0.0,,,
TPM3,BLK 171A LORONG 1 TOA PAYOH,28992.1869,34772.9821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.95,N,103.84223393404942,1.3307490035221945,0.0037996532701011785,1143,Excellent,17,Zone 18,14.29,0.0,,,
TPM4,BLK 81C LORONG 4 TOA PAYOH,29783.6897,35326.4304,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.84934606220978,1.3357541574703333,0.006315182069942212,94,Excellent,17,Zone 18,14.29,0.0,,,
TPM5,BLK 84C LORONG 2 TOA PAYOH,29560.4287,35333.5642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.84733993345469,1.335818685356262,0.004053637022644489,95,Excellent,17,Zone 18,14.29,0.0,,,
TPM6,BLK 35A LORONG 5 TOA PAYOH,30371.0062,35230.8425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.85462343286792,1.3348896541471729,0.00626219327300053,1216,Excellent,17,Zone 18,14.29,0.0,,,
TPM7,BLK 120A LORONG 2 TOA PAYOH,29402.5995,35779.293,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.84592176737154,1.3398497061338188,0.003685200605818793,2374,Excellent,17,Zone 18,17.14,0.0,,,
TPM8,BLK 11A LORONG 8 TOA PAYOH,30889.8975,35423.8667,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.85928598754175,1.3366352513195725,0.005577671987166629,2579,Excellent,17,Zone 18,17.14,0.0,,,
TPM9,BLK 10A LORONG 7 TOA PAYOH,30723.296,35475.5087,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.85778898095732,1.3371022986698289,7.708785064699439,594,Excellent,17,Zone 18,17.54,0.0,,,
TP10,BLK 68 LORONG 5 TOA PAYOH,30256.17,35233.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,103.85359156385023,1.3349161381898265,0.005837026370869404,2388,Excellent,17,Zone 18,0.0,0.0,,,
TP12,BLK 71/72 LORONG 5 TOA PAYOH,30090.95,35135.49,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85210696045941,1.3340273406132328,0.006291745267951648,1305,Excellent,17,Zone 18,0.0,0.0,,,
TP14,BLK 63/64 LORONG 5 TOA PAYOH,30124.42,35341.3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85240772188094,1.3358886108582313,0.0027113929641362344,293,Excellent,17,Zone 18,0.0,0.0,,,
TP15,BLK 53 TO 55 LORONG 5 TOA PAYOH,29949.23,35517.2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.85083354968089,1.3374793997904242,0.005514628110497182,288,Excellent,17,Zone 18,0.0,0.0,,,
TP16,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,29669.0734,35049.0624,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.8483161533347,1.333245746223494,30.678582221700797,1093,Excellent,17,Zone 18,1.56,0.0,,,
TP17,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,29699.9143,35107.3661,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.4,N,103.84859327961223,1.3337730224911775,0.0033695664996682855,1207,Excellent,17,Zone 18,0.0,0.0,,,
TP18,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,29939.32,34976.48,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85074446814262,1.332589320673887,0.004215519919379663,282,Excellent,17,Zone 18,0.0,0.0,,,
TP2,BLK 85/A/B/C LORONG 4 TOA PAYOH,29660.7631,35373.4764,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.8482414982292,1.3361796317904415,0.003534209168007437,1209,Excellent,17,Zone 18,0.0,0.0,,,
TP20,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,29242.9935,34803.2161,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84448757302619,1.3310224198845195,0.0037197099372589413,1208,Excellent,17,Zone 18,0.0,0.0,,,
TP22,BLK 148 TO 150 LORONG 1 TOA PAYOH,29193.44,35154.68,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84404232075937,1.3342009367863668,0.004688601565145448,1240,Excellent,17,Zone 18,0.0,0.0,,,
TP27,BLK 125/126/131 LORONG 2 TOA PAYOH,29329.7942,35524.3536,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.8452675574329,1.337544127996722,0.005655310022880988,313,Excellent,17,Zone 18,0.0,0.0,,,
TP3,BLK 66/70/73 LORONG 4 TOA PAYOH,30028.99,35280.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85155022411512,1.335341205575825,112.92064145447262,293,Good,17,Zone 18,5.75,0.0,122.4,1305.0,"[(1.3345925, 103.8513242), (1.3344963, 103.8513468), (1.3335131, 103.8515381)]"
TP3A,BLK 3A LORONG 7 TOA PAYOH,30325.2783,35742.6437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.0,N,103.85421258052381,1.3395182059074235,75.04278668272416,1306,Excellent,17,Zone 18,6.68,0.0,289.0,1306.0,"[(1.3401776, 103.8531135), (1.3394873, 103.8527217), (1.3388942, 103.8527093), (1.338064, 103.8535867)]"
TP30,BLK 116/122 LORONG 1 TOA PAYOH,29448.3398,35862.8984,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.84633277507496,1.340605801519672,0.0027718173354578037,1337,Excellent,17,Zone 18,0.0,0.0,,,
TP31,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,29396.9527,35917.6634,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84587103389002,1.3411010791516005,0.0044166132466302785,1057,Excellent,17,Zone 18,0.0,0.0,,,
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,29572.6442,35915.372,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.8474497268717,1.3410803478942455,134.70486122751007,1337,Good,17,Zone 18,6.86,0.0,19.9,1337.0,"[(1.3409364, 103.8471414), (1.3408368, 103.847138), (1.3408388, 103.8470587)]"
TP33,BLK 205 TO 207 TOA PAYOH NORTH,29531.7522,36074.2751,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84708229584666,1.3425174131789677,0.0015337910148559607,2389,Excellent,17,Zone 18,0.0,0.0,,,
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,30127.27,35573.46,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,103.8524333470043,1.3379881832413978,0.005539171618858919,1279,Excellent,17,Zone 18,0.0,0.0,,,
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,30279.3739,35381.5377,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.853800075281,1.3362524950520134,0.002798238322754308,2390,Excellent,17,Zone 18,0.0,0.0,,,
TP4A,BLK 4A LORONG 7 TOA PAYOH,30471.7791,35715.3312,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,103.85552897461851,1.339271189725484,0.0030394265111302787,2629,Excellent,17,Zone 18,2.86,0.0,,,
TP40,BLK 241-252 KIM KEAT LINK/AVENUE,30603.6943,34876.733,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85671423889974,1.3316871944820943,0.004361095523500378,586,Excellent,17,Zone 18,0.0,0.0,,,
TP41,BLK 253/254/256 KIM KEAT AVENUE,30773.92,34907.95,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85824381543726,1.3319694948660128,0.00180581340903111,2373,Excellent,17,Zone 18,0.0,0.0,,,
